headers;"Код заказа";Серия;"Интерфейс управления";"Номинальный ток, А";"Пиковый ток, А";"Номинальная мощность, Вт";"Номинальное напряжение питания";"Функции безопасности";"Дискретные входы";"Дискретные выходы";"Аналоговые входы";"Аналоговые выходы";"Быстрые/энкодерные входы";"Поддерживаемые энкодеры двигателя";"Рекомендуемый тормозной резистор";price;stock
CMMR-AS-C27-11A-P3-CO-S1;Стандартная;CANopen;27;81;14000;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 2400/60";118933.11;"0 шт"
CMMR-AS-C12-11A-P3-EC-S1;Стандартная;EtherCAT;12;36;6300;"3Ф 380 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 70/150";66447.20;"0 шт"
CMMR-AS-C15-3A-EC-S1;Стандартная;EtherCAT;15;22;2500;"1Ф 220 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/100";68926.18;"0 шт"
CMMR-AS-C6-3A-CO-S1;Стандартная;CANopen;6;9;1000;"1Ф 220 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/150";33340.11;"0 шт"
CMMR-AS-C32-11A-P3-PN-S1;Стандартная;PROFINET;32;96;17000;"3Ф 380 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 2400/40";146409.08;"0 шт"
CMMR-AS-C32-11A-P3-IO-S1;Стандартная;"PULSE/DIR, DIO, AIO, Modbus-RTU";32;96;17000;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 2400/40";128389.50;"0 шт"
CMMR-AS-C32-11A-P3-CO-S1;Стандартная;CANopen;32;96;17000;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 2400/40";128389.50;"0 шт"
CMMR-AS-C-C6-3A-IO-S0;Базовая;"PULSE/DIR, DIO, AIO, Modbus-RTU";6;9;1000;"1Ф 220 VAC";Базовые;"4, NPN";"3, NPN";"2, напряжение";нет;"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit";"SR 20/150";26809.30;"0 шт"
CMMR-AS-C27-11A-P3-PN-S1;Стандартная;PROFINET;27;81;14000;"3Ф 380 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 2400/60";141457.58;"0 шт"
CMMR-AS-C45-11A-P3-CO-S1;Стандартная;CANopen;45;135;24000;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 3600/27";204972.71;"0 шт"
CMMR-AS-C38-11A-P3-CO-S1;Стандартная;CANopen;38;114;20000;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 3600/32";162176.21;"0 шт"
CMMR-AS-C20-11A-P3-PN-S1;Стандартная;PROFINET;20;60;10500;"3Ф 380 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 1600/80";128842.58;"0 шт"
CMMR-AS-C45-11A-P3-IO-S1;Стандартная;"PULSE/DIR, DIO, AIO, Modbus-RTU";45;135;24000;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 3600/27";204972.71;"0 шт"
CMMR-AS-C45-11A-P3-PN-S1;Стандартная;PROFINET;45;135;24000;"3Ф 380 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 3600/27";227497.19;"0 шт"
CMMR-AS-C38-11A-P3-PN-S1;Стандартная;PROFINET;38;114;20000;"3Ф 380 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 3600/32";184700.69;"0 шт"
CMMR-AS-C20-11A-P3-IO-S1;Стандартная;"PULSE/DIR, DIO, AIO, Modbus-RTU";20;60;10500;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 1600/80";106318.11;"0 шт"
CMMR-AS-C12-11A-P3-IO-S1;Стандартная;"PULSE/DIR, DIO, AIO, Modbus-RTU";12;36;6300;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 70/150";61942.30;"0 шт"
CMMR-AS-C3-3A-CO-S1;Стандартная;CANopen;3;4.5;500;"1Ф 220 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/450";29734.89;"0 шт"
CMMR-AS-C16-11A-P3-IO-S1;Стандартная;"PULSE/DIR, DIO, AIO, Modbus-RTU";16;48;8500;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 1600/100";96855.24;"0 шт"
CMMR-AS-C12-3A-PN-S1;Стандартная;PROFINET;12;18;2000;"1Ф 220 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/100";79515.28;"0 шт"
CMMR-AS-C7-11A-P3-CO-S1;Стандартная;CANopen;7;21;3800;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 35/280";56990.80;"0 шт"
CMMR-AS-C15-3A-IO-S1;Стандартная;"PULSE/DIR, DIO, AIO, Modbus-RTU";15;22;2500;"1Ф 220 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/100";64421.29;"0 шт"
CMMR-AS-C7-11A-P3-PN-S1;Стандартная;PROFINET;7;21;3800;"3Ф 380 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 35/280";79515.28;"0 шт"
CMMR-AS-C-C3-3A-IO-S0;Базовая;"PULSE/DIR, DIO, AIO, Modbus-RTU";3;4.5;500;"1Ф 220 VAC";Базовые;"4, NPN";"3, NPN";"2, напряжение";нет;"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit";"SR 20/450";23430.63;"0 шт"
CMMR-AS-C38-11A-P3-IO-S1;Стандартная;"PULSE/DIR, DIO, AIO, Modbus-RTU";38;114;20000;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 3600/32";162176.21;"0 шт"
CMMR-AS-C15-3A-PN-S1;Стандартная;PROFINET;15;22;2500;"1Ф 220 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/100";86945.76;"0 шт"
CMMR-AS-C3-3A-PN-S1;Стандартная;PROFINET;3;4.5;500;"1Ф 220 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/450";52259.37;"0 шт"
CMMR-AS-C12-3A-EC-S1;Стандартная;EtherCAT;12;18;2000;"1Ф 220 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/100";61495.70;"0 шт"
CMMR-AS-C6-3A-PN-S1;Стандартная;PROFINET;6;9;1000;"1Ф 220 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/150";55864.58;"0 шт"
CMMR-AS-C38-11A-P3-EC-S1;Стандартная;EtherCAT;38;114;20000;"3Ф 380 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 3600/32";171186;"0 шт"
CMMR-AS-C7-11A-P3-IO-S1;Стандартная;"PULSE/DIR, DIO, AIO, Modbus-RTU";7;21;3800;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 35/280";56990.80;"0 шт"
CMMR-AS-C12-3A-CO-S1;Стандартная;CANopen;12;18;2000;"1Ф 220 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/100";56990.80;"0 шт"
CMMR-AS-C-C15-3A-IO-S0;Базовая;"PULSE/DIR, DIO, AIO, Modbus-RTU";15;22;2500;"1Ф 220 VAC";Базовые;"4, NPN";"3, NPN";"2, напряжение";нет;"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit";"SR 20/100";52485.91;"0 шт"
CMMR-AS-C27-11A-P3-IO-S1;Стандартная;"PULSE/DIR, DIO, AIO, Modbus-RTU";27;81;14000;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 2400/60";118933.11;"0 шт"
CMMR-AS-C12-3A-IO-S1;Стандартная;"PULSE/DIR, DIO, AIO, Modbus-RTU";12;18;2000;"1Ф 220 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/100";56990.80;"0 шт"
CMMR-AS-C20-11A-P3-CO-S1;Стандартная;CANopen;20;60;10500;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 1600/80";106318.11;"0 шт"
CMMR-AS-C32-11A-P3-EC-S1;Стандартная;EtherCAT;32;96;17000;"3Ф 380 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 2400/40";133347.48;"0 шт"
CMMR-AS-C6-3A-IO-S1;Стандартная;"PULSE/DIR, DIO, AIO, Modbus-RTU";6;9;1000;"1Ф 220 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/150";33340.11;"0 шт"
CMMR-AS-C12-11A-P3-CO-S1;Стандартная;CANopen;12;36;6300;"3Ф 380 VAC";STO;"10, PNP/NPN";"6, PNP/NPN";"2, напряжение";"1, напряжение";"4, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 70/150";61942.30;"0 шт"
CMMR-AS-C16-11A-P3-EC-S1;Стандартная;EtherCAT;16;48;8500;"3Ф 380 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SRH 1600/100";101360.13;"0 шт"
CMMR-AS-C7-11A-P3-EC-S1;Стандартная;EtherCAT;7;21;3800;"3Ф 380 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 35/280";61495.70;"0 шт"
CMMR-AS-C12-11A-P3-PN-S1;Стандартная;PROFINET;12;36;6300;"3Ф 380 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 70/150";84466.78;"0 шт"
CMMR-AS-C3-3A-EC-S1;Стандартная;EtherCAT;3;4.5;500;"1Ф 220 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/450";34239.79;"0 шт"
CMMR-AS-C6-3A-EC-S1;Стандартная;EtherCAT;6;9;1000;"1Ф 220 VAC";STO;"4, PNP/NPN";"3, PNP/NPN";"2, напряжение";нет;"2, АВ/STEP-DIR/CW-CCW";"Tamagawa T-format 17 bit, Tamagawa T-format 23 bit, Reagle T-format 17 bit, Hengstler BISS-C 24 bit, Nikon A-format, инкрементальный ABZ (6ch line driver)";"SR 20/150";37845;"0 шт"
