headers;"Код заказа";"Для пневмоцилиндров";"Диаметр поршня, мм";"Материал крепления";"Материал монтажного штифта";"Материал подшипника";price;stock
FJ-IA20SDB/FJ-IA25SDB;"IA / IAC";20/25;Сталь;Сталь;Нет;618.78;"129 шт"
FJ-IA12SDB/FJ-IA16SDB;"IA / IAC";12/16;Сталь;Сталь;Нет;515.86;"179 шт"
FJ-VBC100CS;"FVBC / LBC / VBC / SF / ADNB";100;Сталь;Нет;Сталь;3405.86;"76 шт"
FJ-VBC80CS;"FVBC / LBC / VBC / SF / ADNB";80;Сталь;Нет;Сталь;2920.41;"73 шт"
FJ-VBC63CS;"FVBC / LBC / VBC / SF / ADNB";63;Сталь;Нет;Сталь;2044.03;"59 шт"
FJ-VBC50CS;"FVBC / LBC / VBC / SF / ADNB";50;Сталь;Нет;Сталь;1703.58;"11 шт"
FJ-VBC40CS;"FVBC / LBC / VBC / SF / ADNB";40;Сталь;Нет;Сталь;1216.84;"67 шт"
FJ-VBC32CS;"FVBC / LBC / VBC / SF / ADNB";32;Сталь;Нет;Сталь;973.47;"186 шт"
FJ-VBC125CA;"DNGB / LBC / VBC";125;Сталь;Нет;Нет;2528.18;"35 шт"
FJ-VBC63CA;"FVBC / LBC / VBC / SF / ADNB";63;Сталь;Нет;Нет;939.81;"72 шт"
FJ-VBC40CA;"FVBC / LBC / VBC / SF / ADNB";40;Сталь;Нет;Нет;624.60;"85 шт"
FJ-IA20LB/FJ-IA25LB;IA;15;Сталь;Нет;Нет;336.57;"32 шт"
FJ-IA12LB/FJ-IA16LB;IA;12;Сталь;Нет;Нет;342.40;"155 шт"
FJ-VBC200LB;"DNGB / LBC / VBC";200;Сталь;Нет;Нет;9479.70;"14 шт"
FJ-VBC160LB;"DNGB / LBC / VBC";160;Сталь;Нет;Нет;5531.44;"8 шт"
FJ-VBC125LB;"DNGB / LBC / VBC";125;Сталь;Нет;Нет;2370.25;"4 шт"
FJ-VBC100LB;"FVBC / LBC / VBC / SF";100;Сталь;Нет;Нет;1267.33;"4 шт"
FJ-VBC80LB;"FVBC / LBC / VBC / SF";80;Сталь;Нет;Нет;1109.40;"32 шт"
FJ-VBC63LB;"FVBC / LBC / VBC / SF";63;Сталь;Нет;Нет;948.88;"59 шт"
FJ-VBC50LB;"FVBC / LBC / VBC / SF";50;Сталь;Нет;Нет;633.66;"80 шт"
FJ-VBC40LB;"FVBC / LBC / VBC / SF";40;Сталь;Нет;Нет;475.73;"35 шт"
FJ-VBC32LB;"FVBC / LBC / VBC / SF";32;Сталь;Нет;Нет;318.45;"23 шт"
FJ-VBC200CR;"DNGB / LBC / VBC";200;Сталь;Нет;Полимер;11218.22;"23 шт"
FJ-VBC160CR;"DNGB / LBC / VBC";160;Сталь;Нет;Полимер;9541.83;"77 шт"
FJ-VBC125CR;"DNGB / LBC / VBC";125;Сталь;Нет;Полимер;3723.01;"19 шт"
FJ-VBC200CB;"DNGB / LBC / VBC";200;Сталь;Сталь;Нет;9074.52;"2 шт"
FJ-VBC125CB;"DNGB / LBC / VBC";125;Сталь;Сталь;Нет;3289.35;"31 шт"
FJ-VBC80CB;"FVBC / LBC / VBC / SF / ADNB";80;Сталь;Сталь;Нет;1433.02;"225 шт"
FJ-VBC32CB;"FVBC / LBC / VBC / SF / ADNB";32;Сталь;Сталь;Нет;624.60;"438 шт"
FJ-VBC200CA;"DNGB / LBC / VBC";200;Сталь;Нет;Нет;7686.80;"10 шт"
ISO-CS-125;"DNGB / LBC / VBC";125;Сталь;Нет;Сталь;6081.61;"8 шт"
FJ-RA40SDB;"RA / RAC";40;Сталь;Сталь;Нет;823.96;"67 шт"
FJ-RA32SDB;"RA / RAC";32;Сталь;Сталь;Нет;722.98;"68 шт"
FJ-VBC50CA;"FVBC / LBC / VBC / SF / ADNB";50;Сталь;Нет;Нет;752.76;"5 шт"
FJ-RA32LB;RA;32;Сталь;Нет;Нет;368.94;"0 шт"
FJ-VBC80CR;"FVBC / LBC / VBC / SF / ADNB";80;Сталь;Нет;Полимер;2141.12;"0 шт"
FJ-VBC50CR;"FVBC / LBC / VBC / SF / ADNB";50;Сталь;Нет;Полимер;1141.76;"0 шт"
ISO-LNZG-63/80;FVBC;63/80;Алюминий;Нет;Полимер;900.98;"0 шт"
ISO-LNZG-40/50;FVBC;40/50;Алюминий;Нет;Полимер;813.60;"0 шт"
FJ-ESW32LB;ESW;32;Сталь;Нет;Нет;966.35;"0 шт"
FJ-ESW20LB;ESW;20;Сталь;Нет;Нет;818.13;"0 шт"
ISO-LNZG-100/125;FVBC;100/125;Алюминий;Нет;Полимер;1562.47;"0 шт"
ISO-LNZG-32;FVBC;32;Алюминий;Нет;Полимер;788.36;"0 шт"
FJ-SM20LB;SM;20;Сталь;Нет;Нет;339.16;"0 шт"
FJ-RA20SDB;"RA / RAC";20;Сталь;Сталь;Нет;618.78;"0 шт"
FJ-RA16SDB;"RA / RAC";16;Сталь;Сталь;Нет;517.80;"0 шт"
FJ-RA40LB;RA;40;Сталь;Нет;Нет;461.49;"0 шт"
FJ-RA20LB;RA;20;Сталь;Нет;Нет;339.16;"0 шт"
FJ-RA16LB;RA;16;Сталь;Нет;Нет;309.39;"0 шт"
FJ-ESW25LB;ESW;25;Сталь;Нет;Нет;966.35;"0 шт"
FJ-ESW16LB;ESW;16;Сталь;Нет;Нет;818.13;"0 шт"
