headers;"Код заказа";"Функция распределителя";"Тип управления";"Тип возврата";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Пневматическое присоединение, канал 4";"Пневматическое присоединение, канал 3";"Пневматическое присоединение, канал 5";"Стандартный номинальный расход, л/мин";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Максимальная частота, Гц";"Материал корпуса";"Материал уплотнений";price;stock
RVA5312P-06M;"5/3. центральная позиция на выхлоп";Пневматическое;"Механическая пружина";G1/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/8;G1/8;490;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;3;Алюминий;HNBR;4133.37;"0 шт"
RVA5342C-15M;"5/3. центральная позиция закрытая";Пневматическое;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/2;G1/2;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;3;Алюминий;HNBR;5754.10;"0 шт"
RVA5332C-10M;"5/3. центральная позиция закрытая";Пневматическое;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/4;G1/4;980;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;3;Алюминий;HNBR;4486.77;"0 шт"
RVA5322C-08M;"5/3. центральная позиция закрытая";Пневматическое;"Механическая пружина";G1/4;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/8;G1/8;660;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;3;Алюминий;HNBR;3449.87;"0 шт"
RVA5312C-06M;"5/3. центральная позиция закрытая";Пневматическое;"Механическая пружина";G1/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/8;G1/8;490;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;3;Алюминий;HNBR;4133.37;"0 шт"
RVA5242-15M;"5/2 бистабильный";Пневматическое;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/2;G1/2;2750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;3;Алюминий;HNBR;4385.80;"0 шт"
RVA5242-10M;"5/2 бистабильный";Пневматическое;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G3/8;G3/8;2750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;3;Алюминий;HNBR;4385.80;"0 шт"
RVA5232-10M;"5/2 бистабильный";Пневматическое;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/4;G1/4;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;3;Алюминий;HNBR;2682.22;"0 шт"
RVA5232-08M;"5/2 бистабильный";Пневматическое;"Механическая пружина";G1/4;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/4;G1/4;1400;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;3;Алюминий;HNBR;2682.22;"0 шт"
RVA5222-08M;"5/2 бистабильный";Пневматическое;Нет;G1/4;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/8;G1/8;870;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;2264.10;"0 шт"
RVA5222-06M;"5/2 бистабильный";Пневматическое;Нет;G1/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/8;G1/8;770;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;2264.10;"0 шт"
RVA5212-06M;"5/2 бистабильный";Пневматическое;Нет;G1/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/8;G1/8;650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;2308.11;"0 шт"
RVA5241-15M;"5/2 моностабильный";Пневматическое;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/2;G1/2;2750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;3;Алюминий;HNBR;3066.69;"0 шт"
RVA5241-10M;"5/2 моностабильный";Пневматическое;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G3/8;G3/8;2750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;3;Алюминий;HNBR;3066.69;"0 шт"
RVA5231-10QM;"5/2 моностабильный";Пневматическое;"Пневматическая пружина";G3/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/4;G1/4;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;1911.99;"0 шт"
RVA5231-08QM;"5/2 моностабильный";Пневматическое;"Пневматическая пружина";G1/4;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/4;G1/4;1400;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;1911.99;"0 шт"
RVA5221-08QM;"5/2 моностабильный";Пневматическое;"Пневматическая пружина";G1/4;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/8;G1/8;870;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;1558.59;"0 шт"
RVA5221-06QM;"5/2 моностабильный";Пневматическое;"Пневматическая пружина";G1/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/8;G1/8;770;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;1558.59;"0 шт"
RVA5211-06QM;"5/2 моностабильный";Пневматическое;"Пневматическая пружина";G1/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/8;G1/8;650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;1638.85;"0 шт"
RVA3242-15M;"3/2 бистабильный";Пневматическое;Нет;G1/2;"Стыковая поверхность NAMUR";-;G1/2;G1/2;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;4293.89;"0 шт"
RVA3242-10M;"3/2 Н.З. моностабильный";Пневматическое;Нет;G3/8;"Стыковая поверхность NAMUR";-;G3/8;G3/8;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;4293.89;"0 шт"
RVA3232-10M;"3/2 бистабильный";Пневматическое;Нет;G3/8;"Стыковая поверхность NAMUR";-;G3/8;G3/8;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;2815.56;"0 шт"
RVA3232-08M;"3/2 бистабильный";Пневматическое;Нет;G1/4;"Стыковая поверхность NAMUR";-;G1/4;G1/4;1370;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;2815.56;"0 шт"
RVA3222-08M;"3/2 бистабильный";Пневматическое;Нет;G1/4;"Стыковая поверхность NAMUR";-;G1/4;G1/4;870;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;2376.72;"0 шт"
RVA3222-06M;"3/2 бистабильный";Пневматическое;Нет;G1/8;"Стыковая поверхность NAMUR";-;G1/8;G1/8;750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;2376.72;"0 шт"
RVA3212-06M;"3/2 бистабильный";Пневматическое;Нет;G1/8;"Стыковая поверхность NAMUR";-;G1/8;G1/8;650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;2308.11;"0 шт"
RVA3241-15M;"3/2 Н.З. моностабильный";Пневматическое;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";-;G1/2;G1/2;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;3223.33;"0 шт"
RVA3241-10M;"3/2 Н.З. моностабильный";Пневматическое;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";-;G3/8;G3/8;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20...+70;5;Алюминий;HNBR;3223.33;"0 шт"
