headers;"Код заказа";"Функция распределителя";"Тип управления";"Питание пилота";"Тип возврата";"Пневматическое присоединение, канал 1";"Пневматическое присоединение, канал 2";"Пневматическое присоединение, канал 4";"Пневматическое присоединение, канал 3";"Пневматическое присоединение, канал 5";"Стандартный номинальный расход, л/мин";"Рабочее давление, МПа";"Рабочая среда";"Рабочая температура, °С";"Рабочее напряжение";"Мощность катушки";"Степень защиты";"Максимальная частота, Гц";"Время переключения, сек";"Материал корпуса";"Материал уплотнений";price;stock
RV3241-15ME10;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";-;G1/2;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-15ME9;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";-;G1/2;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"48 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-15ME8;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";-;G1/2;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-15ME7;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";-;G1/2;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-15ME6;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";-;G1/2;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-15ME5;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";-;G1/2;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"12 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-15ME4;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";-;G1/2;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-15ME2;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";-;G1/2;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"220 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-15ME1;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G1/2;"Стыковая поверхность NAMUR";-;G1/2;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-10ME10;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-10ME9;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"48 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-10ME8;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-10ME7;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-10ME6;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-10ME5;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"12 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-10ME4;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-10ME2;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"220 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3241-10ME1;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;"Механическая пружина";G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;2700;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;4394.86;"0 шт"
RV3231-10QME10;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-10QME9;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"48 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-10QME8;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-10QME7;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-10QME6;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-10QME5;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"12 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-10QME4;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-10QME2;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"220 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-10QME1;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G3/8;"Стыковая поверхность NAMUR";-;G3/8;-;1650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-08QME10;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;1370;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-08QME9;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;1370;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"48 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-08QME8;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;1370;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-08QME7;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;1370;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-08QME6;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;1370;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-08QME5;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;1370;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"12 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-08QME4;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;1370;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-08QME2;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;1370;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"220 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3231-08QME1;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;1370;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;2322.35;"0 шт"
RV3221-08QME10;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;870;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-08QME9;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;870;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"48 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-08QME8;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;870;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-08QME7;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;870;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-08QME6;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;870;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-08QME5;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;870;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"12 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-08QME4;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;870;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-08QME2;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;870;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"220 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-08QME1;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/4;"Стыковая поверхность NAMUR";-;G1/4;-;870;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-06QME10;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-06QME9;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"48 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-06QME8;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-06QME7;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-06QME6;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-06QME5;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"12 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-06QME4;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-06QME2;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"220 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3221-06QME1;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;750;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В перем. тока";"4 ВА";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV3211-06QME10;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В пост. тока";"2.8 Вт";IP65;5;<0.05;Алюминий;HNBR;2207.14;"0 шт"
RV3211-06QME9;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"48 В пост. тока";"2.8 Вт";IP65;5;<0.05;Алюминий;HNBR;2207.14;"0 шт"
RV3211-06QME8;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"110 В пост. тока";"2.8 Вт";IP65;5;<0.05;Алюминий;HNBR;2207.14;"0 шт"
RV3211-06QME7;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"24 В перем. тока";"3 ВА";IP65;5;<0.05;Алюминий;HNBR;2207.14;"0 шт"
RV3211-06QME6;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В перем. тока";"3 ВА";IP65;5;<0.05;Алюминий;HNBR;2207.14;"0 шт"
RV3211-06QME5;"3/2 Н.З. моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";-;G1/8;-;650;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"12 В пост. тока";"2.8 Вт";IP65;5;<0.05;Алюминий;HNBR;2207.14;"0 шт"
RV5221-06QME10;"5/2 моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/8;G1/8;770;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"36 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
RV5221-06QME9;"5/2 моностабильный";Электромагнитное;Внутреннее;Пневматический;G1/8;"Стыковая поверхность NAMUR";"Стыковая поверхность NAMUR";G1/8;G1/8;770;0.15…0.8;"Фильтрованный сжатый воздух (40 мкм)";-20…+70;"48 В пост. тока";"3 Вт";IP65;5;<0.05;Алюминий;HNBR;1893.87;"0 шт"
